sweep,family,instance,formulation,solver,per_source,reps_off,reps_on,t_tot_off,t_tot_on,d_t_tot_pct,t_pr_off,t_pr_on,d_t_pr_pct,per_price_us_off,per_price_us_on,d_per_price_pct,iters_off,iters_on,cols_off,cols_on,priced_off,priced_on,traj_moved,traj_stable,pricing_share_pct,cut_rate_pct,pred_wall_pct,obj_off,obj_on,d_obj_rel,lb_delta,exit_off,exit_on,spread_off_pct
gridplanar_path_tree,planar,planar30,tree,copt-gpu,3.1724137931034484,3,3,1.751,1.75,-0.05711022272986236,0.002,0.003,50.0,5.305039787798409,7.957559681697613,50.0,10,10,130,130,377,377,0,1,0.11422044545973731,64.72148541114058,0.05711022272986865,44350800.800132,44350800.800132,0.0,0.11809699982404709,gap,gap,50.0
gridplanar_path_tree,planar,planar300,path,copt-gpu,11.946666666666667,3,3,2.934,2.961,0.9202453987729956,0.016,0.017,6.250000000000005,4.444444444444445,4.722222222222222,6.249999999999997,10,10,14253,14253,3600,3600,0,0,0.5453306066803,42.97222222222222,0.034083162917518735,689979834.00592,689979834.005918,2.9371263078768376e-15,3.9343260526657104,gap,gap,18.749999999999996
gridplanar_path_tree,planar,planar300,tree,copt-gpu,11.946666666666667,3,3,5.126,5.07,-1.09246976199766,0.03,0.029,-3.333333333333325,3.8461538461538463,3.717948717948718,-3.333333333333333,22,22,2447,2447,7800,7800,0,0,0.5852516582130316,23.23076923076923,-0.01950838860710105,689995036.771002,689995036.770997,7.25626981979942e-15,0.007699012756347656,gap,gap,13.333333333333334
gridplanar_path_tree,planar,planar50,path,copt-gpu,5.34,3,3,1.666,1.641,-1.5006002400960332,0.003,0.003,0.0,5.0,5.0,0.0,9,9,772,772,600,600,0,1,0.18007202881152462,63.5,0.0,122199689.000011,122199689.000011,0.0,0.2150920033454895,gap,gap,33.333333333333336
gridplanar_path_tree,planar,planar50,tree,copt-gpu,5.34,3,3,3.007,2.988,-0.6318589956767585,0.004,0.004,0.0,3.8095238095238093,3.8095238095238093,0.0,17,17,256,256,1050,1050,0,1,0.13302294645826404,53.04761904761905,0.0,122199882.037322,122199882.037322,0.0,0.20589199662208557,gap,gap,25.0
gridplanar_path_tree,planar,planar500,path,copt-gpu,7.05,3,3,2.246,2.18,-2.938557435440776,0.031,0.029,-6.451612903225802,6.2,5.8,-6.451612903225812,8,8,11279,11279,5000,5000,0,1,1.3802315227070348,52.4,-0.08904719501335716,481985162.109303,481985162.109264,8.087684175278696e-14,9.596701979637146,gap,gap,61.29032258064516
gridplanar_path_tree,planar,planar500,tree,copt-gpu,7.05,3,3,2.613,2.663,1.9135093761959365,0.042,0.036,-14.285714285714297,5.6,4.8,-14.285714285714285,12,12,3275,3275,7500,7500,0,0,1.6073478760045925,40.24,-0.22962112514351318,481987950.565405,481987762.304851,3.905918266105903e-07,-12170.361427009106,gap,gap,2.3809523809523827
gridplanar_path_tree,planar,planar80,path,copt-gpu,6.7875,3,3,2.149,2.126,-1.0702652396463532,0.003,0.004,33.333333333333336,2.8846153846153846,3.5714285714285716,23.809523809523817,10,10,2360,2613,1040,1120,1,0,0.13959981386691483,55.44642857142857,0.03323805092069402,182438134.00002,182438134.0,1.0961172362210942e-13,0.456481009721756,gap,gap,66.66666666666667
gridplanar_path_tree,planar,planar80,tree,copt-gpu,6.7875,3,3,4.713,4.811,2.079354975599403,0.006,0.006,0.0,2.6785714285714284,2.6785714285714284,0.0,25,25,729,729,2240,2240,0,0,0.1273074474856779,18.303571428571427,0.0,182438134.018297,182438134.018298,5.5540962783582155e-15,0.20628899335861206,gap,gap,16.666666666666668
gridplanar_path_tree,planar,planar800,path,copt-gpu,15.945,3,3,6.362,6.233,-2.027664256523113,0.106,0.095,-10.377358490566035,11.041666666666666,9.895833333333334,-10.377358490566028,10,10,52896,52896,9600,9600,0,1,1.666142722414335,35.40625,-0.17290160326941198,1167385798.522217,1167385798.522221,3.4719591842365778e-15,9.25252890586853,gap,gap,45.28301886792452
