sweep,family,instance,formulation,solver,arm,rep,commodities,sources,per_source,iterations,columns,objective,lower_bound,optimal,exit,t_tot,t_lp,t_pr,t_sp,cutoff_enabled,cut,priced,cut_rate_pct,per_price_us
intermodal_tree,intermodal,SBT-6255-0,tree,copt-gpu,on,rep2,6251,6251,1.0,8,6747,160606.000003,160605.166572,1,gap,3.119,1.35,1.272,0.482,1,12416,19164,64.78814443748695,66.37445209768316
transportation_tree,transportation,Barcelona,tree,copt-gpu,off,rep1,7922,97,81.6701030927835,33,274,243.518536,243.437125,1,priced-out,6.418,6.327,0.043,0.011,0,0,3492,0.0,12.313860252004583
transportation_tree,transportation,Barcelona,tree,copt-gpu,off,rep2,7922,97,81.6701030927835,36,211,243.518401,243.435421,1,priced-out,7.002,6.907,0.045,0.012,0,0,3783,0.0,11.89532117367169
transportation_tree,transportation,Barcelona,tree,copt-gpu,off,rep3,7922,97,81.6701030927835,33,268,243.518188,243.436046,1,priced-out,6.499,6.406,0.044,0.011,0,0,3492,0.0,12.600229095074456
transportation_tree,transportation,Barcelona,tree,copt-gpu,on,rep1,7922,97,81.6701030927835,33,272,243.51905,243.409653,1,priced-out,6.333,6.242,0.044,0.011,1,1655,3492,47.394043528064145,12.600229095074456
transportation_tree,transportation,Barcelona,tree,copt-gpu,on,rep2,7922,97,81.6701030927835,33,288,243.517311,243.412128,1,priced-out,6.379,6.286,0.047,0.011,1,1681,3589,46.83755920869323,13.095569796600724
transportation_tree,transportation,Barcelona,tree,copt-gpu,on,rep3,7922,97,81.6701030927835,33,303,243.518086,243.41248,1,priced-out,6.359,6.267,0.045,0.011,1,1599,3492,45.79037800687285,12.88659793814433
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,off,rep1,49688,865,57.442774566473986,32,5269,27529397.330739,27527263.126577,1,gap,14.995,12.84,1.598,0.147,0,0,31140,0.0,51.316634553628774
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,off,rep2,49688,865,57.442774566473986,34,5115,27529346.481777,27527584.858655,1,gap,15.53,13.27,1.667,0.16,0,0,32870,0.0,50.71493763310009
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,off,rep3,49688,865,57.442774566473986,32,5248,27529599.619425,27527365.769793,1,gap,14.841,12.637,1.644,0.15,0,0,31140,0.0,52.79383429672447
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,on,rep1,49688,865,57.442774566473986,32,5248,27529599.636448,27527368.352001,1,gap,14.676,12.624,1.5,0.147,1,9315,31140,29.91329479768786,48.16955684007707
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,on,rep2,49688,865,57.442774566473986,34,5287,27529232.87252,27527079.157977,1,gap,15.406,13.237,1.587,0.156,1,9787,32870,29.77487070276848,48.28110739275935
transportation_tree,transportation,BerlinCenter,tree,copt-gpu,on,rep3,49688,865,57.442774566473986,32,5300,27529426.807252,27527328.765213,1,gap,14.259,12.249,1.463,0.146,1,9336,31140,29.98073217726397,46.98137443802184
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,off,rep1,2297945,1771,1297.5409373235461,50,22236,5513156.279144,5512375.4802,1,priced-out,86.347,55.481,13.208,2.519,0,0,99176,0.0,133.1773816245866
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,off,rep2,2297945,1771,1297.5409373235461,51,22217,5513156.233163,5512373.526136,1,priced-out,85.121,54.282,13.405,2.406,0,0,102718,0.0,130.50293035300533
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,off,rep3,2297945,1771,1297.5409373235461,52,22521,5513156.281074,5512373.916715,1,priced-out,84.924,53.318,13.603,2.494,0,0,102718,0.0,132.43053797776437
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,on,rep1,2297945,1771,1297.5409373235461,49,21335,5513156.266071,5512371.542349,1,priced-out,77.696,48.566,12.286,2.32,1,22026,97405,22.6128022175453,126.13315538216725
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,on,rep2,2297945,1771,1297.5409373235461,51,21922,5513156.28314,5512373.537388,1,priced-out,82.159,51.784,12.812,2.45,1,22923,100947,22.70795565990074,126.91808572815438
transportation_tree,transportation,ChicagoRegional,tree,copt-gpu,on,rep3,2297945,1771,1297.5409373235461,52,21885,5513156.276687,5512373.512678,1,priced-out,84.277,53.789,12.795,2.488,1,24500,102718,23.851710508382173,124.56434120602037
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,off,rep1,93513,386,242.26165803108807,14,2722,6705940.401858,6705421.631723,1,gap,2.794,2.651,0.088,0.012,0,0,7334,0.0,11.998909190073629
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,off,rep2,93513,386,242.26165803108807,14,2722,6705940.401858,6705421.631723,1,gap,2.764,2.612,0.097,0.011,0,0,7334,0.0,13.226070357240252
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,off,rep3,93513,386,242.26165803108807,14,2722,6705940.401858,6705421.631723,1,gap,2.798,2.65,0.091,0.013,0,0,7334,0.0,12.407962912462503
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,on,rep1,93513,386,242.26165803108807,15,2532,6705868.864438,6705450.895762,1,gap,2.937,2.797,0.077,0.015,1,3680,7720,47.66839378238342,9.974093264248705
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,on,rep2,93513,386,242.26165803108807,14,2695,6705927.477377,6705451.681376,1,gap,2.76,2.628,0.076,0.014,1,3479,7334,47.436596673029726,10.362694300518134
transportation_tree,transportation,ChicagoSketch,tree,copt-gpu,on,rep3,93513,386,242.26165803108807,14,2704,6705940.395608,6705421.917069,1,gap,2.722,2.596,0.071,0.011,1,3475,7334,47.38205617671121,9.680938096536678
transportation_tree,transportation,Sydney,tree,copt-gpu,off,rep1,3343560,3257,1026.576604237028,25,12647,4968208.845097,4966458.608894,1,priced-out,73.34,25.642,28.521,2.354,0,0,97710,0.0,291.89438133251457
transportation_tree,transportation,Sydney,tree,copt-gpu,off,rep2,3343560,3257,1026.576604237028,25,12647,4968208.845097,4966458.608927,1,priced-out,70.083,24.338,27.355,2.174,0,0,97710,0.0,279.9611094053833
transportation_tree,transportation,Sydney,tree,copt-gpu,off,rep3,3343560,3257,1026.576604237028,25,12647,4968208.845097,4966458.608826,1,priced-out,69.613,24.256,27.004,2.19,0,0,97710,0.0,276.36884658683863
transportation_tree,transportation,Sydney,tree,copt-gpu,on,rep1,3343560,3257,1026.576604237028,24,13210,4968208.848142,4966459.012968,1,priced-out,68.212,23.425,26.515,2.128,1,27413,94453,29.022900278445363,280.7216287465724
transportation_tree,transportation,Sydney,tree,copt-gpu,on,rep2,3343560,3257,1026.576604237028,25,12647,4968208.845097,4966458.791924,1,priced-out,69.479,24.252,26.951,2.196,1,28627,97710,29.297922423498107,275.82642513560535
transportation_tree,transportation,Sydney,tree,copt-gpu,on,rep3,3343560,3257,1026.576604237028,25,12647,4968208.845097,4966458.791916,1,priced-out,69.644,24.337,26.926,2.184,1,28627,97710,29.297922423498107,275.57056596049534
transportation_tree,transportation,Winnipeg,tree,copt-gpu,off,rep1,4345,135,32.18518518518518,37,388,420.17008,420.080892,1,priced-out,7.426,7.307,0.055,0.016,0,0,5400,0.0,10.185185185185185
transportation_tree,transportation,Winnipeg,tree,copt-gpu,off,rep2,4345,135,32.18518518518518,34,422,420.166446,420.080827,1,priced-out,6.982,6.871,0.052,0.013,0,0,4995,0.0,10.41041041041041
transportation_tree,transportation,Winnipeg,tree,copt-gpu,off,rep3,4345,135,32.18518518518518,39,384,420.167888,420.077027,1,priced-out,7.846,7.724,0.058,0.015,0,0,5670,0.0,10.229276895943563
transportation_tree,transportation,Winnipeg,tree,copt-gpu,on,rep1,4345,135,32.18518518518518,33,458,420.169872,420.015352,1,priced-out,6.755,6.646,0.052,0.012,1,1941,4860,39.93827160493827,10.699588477366255
transportation_tree,transportation,Winnipeg,tree,copt-gpu,on,rep2,4345,135,32.18518518518518,35,366,420.169913,420.017768,1,priced-out,7.069,6.956,0.053,0.014,1,2178,5130,42.45614035087719,10.331384015594542
transportation_tree,transportation,Winnipeg,tree,copt-gpu,on,rep3,4345,135,32.18518518518518,36,406,420.166699,420.011479,1,priced-out,7.274,7.156,0.057,0.014,1,2195,5265,41.69040835707502,10.826210826210826
